product_code,product_name,variant_label,category,price_eur,description,available,sold_out,product_url
UVC-G5-Turret-Ultra-B,G5 Turret Ultra,,Cameras & NVR,80.00,"Ultra-compact, tamper-resistant, and weatherproof 2K HD PoE camera with long-range night vision.",Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-dome-turret/products/uvc-g5-turret-ultra
UVC-G6-Pro-Bullet-B,G6 Pro Bullet,,Cameras & NVR,430.00,"All-weather 4K PoE+ camera with a Multi-TOPS AI engine, 2.36x optical zoom, and a large 1/1.2"" CMOS sensor for exceptional low-light clarity and long-range IR night vision.",Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-bullet/products/uvc-g6-pro-bullet
UVC-G6-Bullet-B,G6 Bullet,,Cameras & NVR,179.00,"All-weather 4K PoE camera with a 1/1.8"" 8MP image sensor, Multi-TOPS AI Engine, and long-range IR night vision.",Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-bullet/products/uvc-g6-bullet
UVC-AI-LPR,AI LPR,,Cameras & NVR,449.00,Specialized 4K camera with 3x optical zoom and long-range IR night vision optimized for recognizing license plates on vehicles moving up to 90 km/h.,Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-bullet/products/uvc-ai-lpr
Product Collection,AI DSLR,,Cameras & NVR,1349.00,Indoor/outdoor 4K PoE camera with 17 or 45 mm lens.,Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-bullet/collections/unifi-camera-security-bullet-dslr
UVC-G6-INS-W,G6 Instant,,Cameras & NVR,160.00,"Plug-and-play, 4K WiFi-connected camera with a 1/1.8"" 8MP image sensor, Multi-TOPS AI Engine, and two-way audio.",Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-compact/products/uvc-g6-ins
UVC-G6-INS,G6 Instant,,Cameras & NVR,160.00,"Plug-and-play, 4K WiFi-connected camera with a 1/1.8"" 8MP image sensor, Multi-TOPS AI Engine, and two-way audio.",Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-compact
ENVR-Core,Enterprise NVR Core,,Cameras & NVR,4499.00,"3U UniFi Protect NVR with 16-bay support for 2.5""/3.5"" HDDs/SSDs, up to (300) 4K or (500) Full HD cameras, hot-swappable power supplies and optional 16-bay storage expansion units.",Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-nvr/products/envr-core
ENVR,Enterprise NVR,,Cameras & NVR,1829.00,"3U NVR with (16) 2.5/3.5” drive bays, supporting up to (70) 4K cameras or (210) Full HD cameras.",Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-nvr/products/envr
UNVR-G2-Pro,Network Video Recorder G2 Pro,,Cameras & NVR,899.00,"2U UniFi Protect NVR with built-in AI event analytics, HDMI output, eight 2.5”/3.5” HDD bays, and support for up to (50) 4K or (100) Full HD cameras.",Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-nvr/products/unvr-g2-pro
UNVR-G2,Network Video Recorder G2,,Cameras & NVR,629.00,"1U UniFi Protect NVR with built-in AI event analytics, HDMI output, four 2.5”/3.5” HDD bays, and support for up to (30) 4K or (60) Full HD cameras.",Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-nvr/products/unvr-g2
UNVR-Pro,Network Video Recorder Pro,,Cameras & NVR,449.00,"A 2U-sized video recorder with (7) 2.5/3.5"" HDD bays that can provide up to 60 days of storage for (24) 4K cameras or (70) Full HD cameras.",Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-nvr/products/unvr-pro
UNVR,Network Video Recorder,,Cameras & NVR,269.00,"A video recorder with (4) 2.5/3.5"" HDD bays that can support up to 30 days of storage for (18) 4K cameras or (60) Full HD cameras.",Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-nvr/products/unvr
UNVR-Instant,Network Video Recorder Instant,,Cameras & NVR,179.00,"Compact UniFi Protect NVR with 3.5"" HDD support, featuring an integrated PoE switch.",Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-nvr/collections/unvr-instant
AI-Key,AI Key,,Cameras & NVR,719.00,"Edge AI appliance that enhances any UniFi Protect deployment with proactive, AI-driven threat detection and alerting, capable of analyzing up to 1,800 smart detection events per hour.",Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-nvr/products/ai-key
UP-AI-Port,AI Port,,Cameras & NVR,179.00,"AI appliance that enhances any UniFi or third-party camera with AI detection, classification, and recognition capabilities.",Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-nvr/products/up-ai-port
UP-Viewport,Protect Viewport,,Cameras & NVR,179.00,Easy-to-use hub for viewing Protect camera feeds on an HDMI display.,Non,Oui,https://eu.store.ui.com/eu/en/category/cameras-nvr/products/ufp-viewport
UCK-G2-SSD,CloudKey+,,Cameras & NVR,238.00,"Compact UniFi Console that connects directly to the Site Manager at https://unifi.ui.com/ for powerful, multi-application site management.",Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-nvr/products/uck-g2-ssd
UVC-G6-PTZ-B,G6 PTZ,,Cameras & NVR,359.00,"All-weather, 4K dual-lens camera with 10x hybrid zoom, 1/1.8"" 8MP image sensor, Multi-TOPS AI Engine, and ultra-low latency pan-tilt-zoom control for motion tracking.",Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-ptz/products/uvc-g6-ptz
UVC-AI-PTZ-B,AI PTZ Industrial,,Cameras & NVR,1169.00,"Industrial-grade 4K PoE++ PTZ camera with enhanced AI capabilities, 22x optical zoom, and long-range adaptive IR LED night vision.",Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-ptz/products/uvc-ai-ptz
UVC-AI-PTZ-Precision-B,AI PTZ Precision,,Cameras & NVR,1799.00,"Industrial-grade 4K PTZ camera with enhanced AI capabilities, 31× optical zoom, adaptive IR LED night vision, and LiDAR technology for faster autofocus.",Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-ptz/products/uvc-ai-ptz-precision
UVC-G5-PTZ-B,G5 PTZ,,Cameras & NVR,269.00,"Compact, all-weather camera with ultra-low latency pan-tilt-zoom control and versatile mounting options.",Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-ptz/products/uvc-g5-ptz
UVC-G4 Doorbell Pro PoE Kit,"G4 Doorbell Pro PoE Kit
Chime Included",,Cameras & NVR,340.00,Premium UniFi doorbell with integrated PoE and included PoE chime for plug-and-play installation.,Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-doorbells
UVC-AI-Turret-B,AI Turret,,Cameras & NVR,359.00,"All-weather, vandal-proof 4K PoE+ turret camera with enhanced AI capabilities and IR and visible LEDs for night vision.",Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-dome-turret/products/uvc-ai-turret
UVC-AI-Dome-B,AI Dome,,Cameras & NVR,359.00,"All-weather, vandal-proof 4K PoE dome camera with enhanced AI capabilities and long-range IR night vision.",Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-dome-turret/products/uvc-ai-dome
UVC-AI-360,AI 360,,Cameras & NVR,359.00,Indoor/outdoor 2K PoE camera with pan-tilt-zoom functionality that offers full 360° surveillance.,Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-dome-turret/products/uvc-ai-360
UVC-G5-Dome,G5 Dome,,Cameras & NVR,160.00,Next-gen 2K HD PoE ceiling camera with enhanced dynamic range and low-light performance.,Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-dome-turret/products/uvc-g5-dome
UVC-G5-Dome-Ultra-B,G5 Dome Ultra,,Cameras & NVR,80.00,Ultra-compact and tamper-resistant 2K HD PoE camera with night vision designed for low-profile indoor security.,Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-dome-turret/products/uvc-g5-dome-ultra
UVC-AI-Pro,AI Pro,,Cameras & NVR,449.00,"Indoor/outdoor 4K PoE camera with 3x optical zoom, long-range IR night vision, and enhanced AI detection capabilities.",Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-bullet/products/uvc-ai-pro
UVC-G5-Pro,G5 Pro,,Cameras & NVR,340.00,"Next-gen indoor/outdoor 4K PoE camera with exceptional image performance, long-range IR night vision, and 3x optical zoom.",Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-bullet/products/uvc-g5-pro
UVC-G5-Bullet,G5 Bullet,,Cameras & NVR,115.00,Next-gen indoor/outdoor 2K HD PoE Camera.,Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-bullet/products/uvc-g5-bullet
UVC-G5-Flex,G5 Flex,,Cameras & NVR,115.00,"Compact, easy-to-deploy 2K HD PoE camera that can be staged indoors or outside.",Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-compact/products/uvc-g5-flex
UVC-G4-INS,G4 Instant,,Cameras & NVR,90.00,"Compact, wide-angle, WiFi-connected camera with two-way audio.",Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-compact/products/uvc-g4-ins
UVC-G3-INS,G3 Instant,,Cameras & NVR,70.00,"Compact, wide-angle, WiFi-connected camera with two-way audio.",Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-compact/products/uvc-g3-ins
Product Collection,SuperLink Gateway,,Cameras & NVR,115.00,"Long-range, low-latency SuperLink gateway and Thread border router for UniFi Protect sensors and Thread devices.",Oui,Non,https://eu.store.ui.com/eu/en/category/all-cameras-nvrs/collections/superlink-gateway
USL-Entry-3,Entry Sensor,,Cameras & NVR,89.00,SuperLink sensor with up to 6-year battery life for monitoring door and window open/closed status.,Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-superlink-sensors/products/usl-entry
USL-Motion-3,Motion Sensor,,Cameras & NVR,115.00,"SuperLink motion sensor designed for versatile installation, delivering up to 6 years of battery life.",Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-superlink-sensors/products/usl-motion
USL-GlassBreak,Glass Break Sensor,,Cameras & NVR,55.00,Battery-powered SuperLink sensor featuring advanced glass break detection and motion sensing.,Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-superlink-sensors/products/usl-glassbreak
USL-Environmental,Environmental Sensor,,Cameras & NVR,44.00,"Battery-powered SuperLink sensor that detects water leaks, temperature, humidity, and ambient light.",Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-superlink-sensors/products/usl-environmental
USL-Relay,Relay,,Cameras & NVR,35.00,Compact SuperLink relay designed with I/O interfaces for seamless integration with third-party sensors and signaling devices.,Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-superlink-sensors/products/usl-relay
USL-FOB,Remote Control KeyFob,,Cameras & NVR,35.00,"SuperLink key fob for instant programmable actions across your UniFi deployment, with up to 10 years of battery life.",Non,Oui,https://eu.store.ui.com/eu/en/category/cameras-superlink-sensors/products/usl-fob
UP-AlarmHub-Kit,Alarm Hub Kit,,Cameras & NVR,359.00,32 input zone alarm control hub for hardwire intrusion sensors powered using PoE++ input and optional battery backup.,Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-superlink-sensors/products/up-alarmhub-kit
USL-Siren,Siren,,Cameras & NVR,99.00,All-weather SuperLink siren delivering 110 dB alarm and emergency LED lighting powered using battery or DC input.,Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-superlink-sensors/collections/special-devices-sirens/products/usl-siren
UP-Siren-PoE,Siren PoE,,Cameras & NVR,99.00,All-weather siren delivering 110 dB alarm and emergency LED lighting powered using PoE input.,Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-superlink-sensors/collections/special-devices-sirens/products/up-siren-poe
UP-AI-Horn-Speaker-B,AI Horn Speaker,,Cameras & NVR,269.00,"All-weather PoE 120 dB horn speaker with advanced AI alert functionality and versatile wall, corner, and pole mounting options.",Oui,Non,https://eu.store.ui.com/eu/en/category/camera-accessories/products/up-ai-horn-speaker
UP-Sense,All-In-One Sensor,,Cameras & NVR,55.00,"A battery-powered smart sensor capable of detecting motion, lighting, and environmental changes.",Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-superlink-sensors/products/up-sense
UP-FloodLight,Floodlight,,Cameras & NVR,89.00,"Bright, motion-triggered light.",Oui,Non,https://eu.store.ui.com/eu/en/category/camera-accessories/products/up-floodlight
UACC-Adapter-PoE-USBC,PoE to USB-C Adapter,,Cameras & NVR,45.00,"Versatile adapter that provides power and connectivity to USB-C devices, including compatible Protect WiFi cameras.",Oui,Non,https://eu.store.ui.com/eu/en/category/camera-accessories/products/uacc-adapter-poe-usbc
Product Collection,Camera Junction Boxes,,Cameras & NVR,45.00,"Tamper-resistant junction box for UniFi Bullet, Dome, and Turret cameras that enhances mounting durability, aesthetics, and ease of maintenance.",Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-camera/collections/camera-junction-boxes
Product Collection,Camera Arm Mounts,,Cameras & NVR,45.00,Arm mount accessories for UniFi Dome and Turret cameras.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-camera/collections/camera-arm-mounts
UACC-Bullet-AB-B,Bullet Camera Angled Base,,Cameras & NVR,17.00,Bullet camera mounting accessory that enhances tilt angle by 22° to achieve an unrestricted viewing angle.,Oui,Non,https://eu.store.ui.com/eu/en/category/camera-accessories/products/uacc-bullet-ab
Product Collection,Camera Enhancers,,Cameras & NVR,165.00,Plug-and-play accessories that instantly upgrade UniFi camera hardware capabilities.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-camera/collections/camera-vision-enhancers
UACC-Camera-DM-B,Camera Dual Mount,,Cameras & NVR,55.00,"Tamper-resistant, back-to-back mount for two UniFi Bullet, Dome, or Turret cameras that supports flat surface installation and attachment to 1 1/2"" NPS threaded conduit.",Oui,Non,https://eu.store.ui.com/eu/en/category/camera-accessories/products/uacc-camera-dm
UACC-GB-Plate-B,Gang Box Mounting Plate,,Cameras & NVR,35.00,A mounting plate designed to interface UniFi Protect cameras with multiple types of Gang Boxes and Junction Boxes.,Oui,Non,https://eu.store.ui.com/eu/en/category/camera-accessories/products/uacc-gb-plate
Product Collection,Dome Camera Flush Mount,,Cameras & NVR,35.00,Dome camera mounting accessory for recessed installation into a wall or ceiling.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-camera/collections/dome-camera-flush-mount
Product Collection,Dome Camera Weather Shield,,Cameras & NVR,13.50,Dome camera accessory for protection from the elements when installed outdoors.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-camera/collections/camera-weather-shield
UACC-G6-180-FM-B,G6 180 Camera Flush Mount,,Cameras & NVR,26.00,G6 180 camera mounting accessory for recessed ceiling installation.,Oui,Non,https://eu.store.ui.com/eu/en/category/camera-accessories/products/uacc-g6-180-fm
UACC-G6-180-PM-B,G6 180 Camera Pendant Mount,,Cameras & NVR,26.00,Pendant mount for suspending the G6 180 Camera from ceilings or overhead structures.,Oui,Non,https://eu.store.ui.com/eu/en/category/camera-accessories/products/uacc-g6-180-pm
UACC-AI-MS-4-AM-B,AI Multi Sensor 4 Camera Arm Mount,,Cameras & NVR,179.00,"Versatile mounting kit enabling flat or angled installation of the AI Multi Sensor 4 camera via arm, pole, or corner mounts - ideal for various deployment environments.",Oui,Non,https://eu.store.ui.com/eu/en/category/camera-accessories/products/uacc-ai-ms-4-am
Product Collection,G6/G5 PTZ Mounts,,Cameras & NVR,17.00,Installation accessories for PTZ camera deployments.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-camera/collections/g5-ptz-mounts
Product Collection,Flex Camera Accessories,,Cameras & NVR,11.00,Installation accessories for UniFi Flex camera deployments.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-camera/collections/flex-camera-accessories
Product Collection,Doorbell Accessories,,Cameras & NVR,35.00,Installation accessories for UniFi Doorbell camera deployments.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-camera/collections/doorbell-accessories
Product Collection,Camera PoE to USB-C Cables,,Cameras & NVR,25.00,USB cables that connect the G4 Doorbell Pro or G4 Instant to a PoE source.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-camera/collections/camera-poe-to-usb-c-cables
Product Collection,Instant Camera Covers,,Cameras & NVR,10.00,Customized encasing for UniFi Instant cameras.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-camera/collections/instant-camera-covers
Product Collection,AI Theta Accessories,,Cameras & NVR,17.00,Installation accessories for AI Theta camera security systems.,Oui,Non,https://eu.store.ui.com/eu/en/category/accessories-camera/collections/ai-theta-accessories
UACC-USL-ANT-HG,SuperLink High-Gain Antenna,,Cameras & NVR,44.00,"High-gain, omnidirectional antenna with an IP67-rated outdoor enclosure, built to extend SuperLink range in all weather conditions.",Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-superlink-sensors/products/uacc-usl-ant-hg
UVC-G6-Edge-Turret,G6 Edge Turret,,Cameras & NVR,32026,"All-weather, tamper-resistant 4K PoE+ camera that supports standalone operation (no NVR required), integrated AI-powered search, 2.36x optical zoom, and a large 1/1.2"" CMOS sensor for exceptional low-light clarity and long-range IR night vision.",Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-dome-turret/products/uvc-g6-edge-turret
UVC-G6-Edge-Dome,G6 Edge Dome,,Cameras & NVR,32026,"All-weather, vandal-proof 4K PoE+ camera that supports standalone operation (no NVR required), integrated AI-powered search, 2.36x optical zoom, and a large 1/1.2"" CMOS sensor for exceptional low-light clarity and long-range IR night vision.",Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-dome-turret/products/uvc-g6-edge-dome
UVC-G6-Edge-Bullet,G6 Edge Bullet,,Cameras & NVR,32026,"All-weather, 4K PoE+ camera that supports standalone operation (no NVR required), integrated AI-powered search, 2.36x optical zoom, and a large 1/1.2"" CMOS sensor for exceptional low-light clarity and long-range IR night vision.",Oui,Non,https://eu.store.ui.com/eu/en/category/cameras-bullet/products/uvc-g6-edge-bullet
ENVR-Core,Enterprise NVR Core,,Door Access,4499.00,"3U UniFi Protect NVR with 16-bay support for 2.5""/3.5"" HDDs/SSDs, up to (300) 4K or (500) Full HD cameras, hot-swappable power supplies and optional 16-bay storage expansion units.",Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-nvrs/products/envr-core
ENVR,Enterprise NVR,,Door Access,1829.00,"3U NVR with (16) 2.5/3.5” drive bays, supporting up to (70) 4K cameras or (210) Full HD cameras.",Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-nvrs/products/envr
UNVR-G2-Pro,Network Video Recorder G2 Pro,,Door Access,899.00,"2U UniFi Protect NVR with built-in AI event analytics, HDMI output, eight 2.5”/3.5” HDD bays, and support for up to (50) 4K or (100) Full HD cameras.",Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-nvrs/products/unvr-g2-pro
UNVR-G2,Network Video Recorder G2,,Door Access,629.00,"1U UniFi Protect NVR with built-in AI event analytics, HDMI output, four 2.5”/3.5” HDD bays, and support for up to (30) 4K or (60) Full HD cameras.",Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-nvrs/products/unvr-g2
UNVR-Pro,Network Video Recorder Pro,,Door Access,449.00,"A 2U-sized video recorder with (7) 2.5/3.5"" HDD bays that can provide up to 60 days of storage for (24) 4K cameras or (70) Full HD cameras.",Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-nvrs/products/unvr-pro
UNVR,Network Video Recorder,,Door Access,269.00,"A video recorder with (4) 2.5/3.5"" HDD bays that can support up to 30 days of storage for (18) 4K cameras or (60) Full HD cameras.",Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-nvrs/products/unvr
UNVR-Instant,Network Video Recorder Instant,,Door Access,179.00,"Compact UniFi Protect NVR with 3.5"" HDD support, featuring an integrated PoE switch.",Oui,Non,https://eu.store.ui.com/eu/en/category/all-door-access/collections/unvr-instant
Product Collection,G6 Entry,,Door Access,340.00,"All-weather, PoE+ Doorbell with enhanced AI detections and integrated Access Reader capabilities.",Oui,Non,https://eu.store.ui.com/eu/en/category/all-door-access/collections/doorbell-entry
Product Collection,Reader Pro,,Door Access,325.00,Indoor/outdoor NFC reader and intercom.,Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-readers/collections/access-reader-pro
UA-G3-Flex-B,Reader Flex,,Door Access,160.00,Third-generation NFC card reader with a keypad and Touch Pass support.,Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-readers/products/ua-g3-flex
Product Collection,Reader,,Door Access,125.00,Compact NFC reader and request-to-exit device that supports hand-wave door unlocking.,Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-readers/collections/access-reader
UA-Retrofit-Reader-B,Retrofit Reader,,Door Access,145.00,"Indoor/outdoor OSDP reader with NFC Card and Touch Pass support, compatible with the UniFi Retrofit Hub using existing cabling.",Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-readers/products/ua-retrofit-reader
Product Collection,Intercom,,Door Access,340.00,Indoor/outdoor intercom terminal for managing residential and commercial building entry requests.,Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-readers/collections/access-intercom
EAH-8,Enterprise Access Hub,,Door Access,925.00,Enterprise-grade access hub with entry and exit control up to eight doors and battery backup support.,Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-hub/products/eah-8
UA-Retrofit-Hub-2,Retrofit Hub,,Door Access,205.00,DC-powered hub that supports Wiegand and OSDP readers and provides entry and exit control for up to two doors.,Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-hub/products/ua-retrofit-hub-2
UA-Hub-Door,Door Hub,,Door Access,179.00,A single-door mechanism that provides complete entry and exit control via connected Access Readers.,Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-hub/products/ua-hub-door
UA-Hub-Door-Mini,Door Hub Mini,,Door Access,99.00,Compact Access Control Hub for a single door.,Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-hub/products/ua-hub-door-mini
UA-Hub-Gate,Gate Hub,,Door Access,250.00,An advanced Gate Hub enabling seamless gate access control via connected Access readers or Intercom.,Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-hub/products/ua-hub-gate
Product Collection,Door Starter Kit Pro,,Door Access,510.00,"Hit the ground running with Access, featuring a professional experience for a door with two readers.",Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-starter-kit/collections/access-starter-kit-pro
Product Collection,Door Starter Kit,,Door Access,250.00,A quick start for Access with all you need for a single door with one reader.,Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-starter-kit/collections/access-starter-kit
Product Collection,Gate Starter Kit,,Door Access,610.00,Control a vehicle gate using the connected Intercom and authorize gate access with License Plate Unlock when paired with a compatible Protect AI camera.,Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-readers/collections/gate-access-starter-kit
UA-SK-Elevator,Elevator Starter Kit,,Door Access,829.00,Connects to in-elevator readers with PoE to authorize floor selection. Supports up to 18 floors with digital inputs for elevator car status and emergency.,Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-starter-kit/products/ua-sk-elevator
UA-Card-B-10,Access Card,,Door Access,25.00,A pack of highly-secure NFC cards used for access control within UniFi.,Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-accessories/products/ua-card
UA-Ultra,Access Ultra,,Door Access,90.00,"An access reader with a built-in hub for complete, single-door entry control from one device.",Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-hub/products/ua-ultra
UA-Intercom-Viewer,Intercom Viewer,,Door Access,139.00,Display that works with Intercom and Reader Pro for visitor screening and remote access control.,Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-intercoms/products/ua-intercom-viewer
UACC-Retrofit-PoE-2Wire,PoE Over 2-Wire Retrofit Extender,,Door Access,89.00,"A pair of extenders that extends PoE over twisted-pair or coaxial cables, ideal for retrofit scenarios.",Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-accessories/products/uacc-retrofit-poe-2wire
UACC-Reader-JB-B,Reader Junction Box,,Door Access,29.00,"Junction box for UniFi Access Readers and Intercom Viewers that support flat surface mounting and attachment to 3/4"" conduit.",Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-accessories/products/uacc-reader-jb
UACC-Reader-Pro-JB-B,Reader Pro Junction Box,,Door Access,29.00,"Junction box for UniFi Professional Access Readers and Doorbells that supports flat surface mounting and attachment to 3/4"" conduit.",Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-accessories/products/uacc-reader-pro-jb
UACC-Reader-Pro-AM-B,Reader Pro Angle Mount,,Door Access,29.00,Angled mounting accessory for UniFi Professional Access Readers.,Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-accessories/products/uacc-reader-pro-am
UACC-Intercom-SAM,Intercom Surface Angle Mount,,Door Access,45.00,UniFi Access Intercom surface angle mount accessory.,Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-accessories/products/uacc-intercom-sam
UACC-Intercom-FM,Intercom Flush Mount,,Door Access,45.00,UniFi Access Intercom flush mount accessory.,Non,Oui,https://eu.store.ui.com/eu/en/category/door-access-accessories/products/uacc-intercom-fm
UACC-Intercom-Sunshield,Intercom Sunshield,,Door Access,45.00,UniFi Access Intercom sunshield accessory.,Non,Oui,https://eu.store.ui.com/eu/en/category/door-access-accessories/products/uacc-intercom-sunshield
UACC-Intercom-WM,Intercom Wedge Mount,,Door Access,44.00,20° inward angle mounting accessory for Intercom that provides an enhanced camera viewing angle.,Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-accessories/products/uacc-intercom-wm
UACC-Intercom-Viewer-TS,Intercom Viewer Table Stand,,Door Access,25.00,Metal table stand for Intercom Viewer.,Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-accessories/products/uacc-intercom-viewer-ts
UACC-Junction-Utility,Junction Utility,,Door Access,105.00,"An indoor/outdoor enclosure designed for UniFi Access Hubs, switches, and accessories.",Non,Oui,https://eu.store.ui.com/eu/en/category/door-access-accessories/products/uacc-junction-utility
UACC-Retrofit-PSU-12V,Retrofit PSU 12V,,Door Access,70.00,"12V power supply with optional SLA backup battery support, compatible with the UniFi Retrofit Hub.",Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-accessories/products/uacc-retrofit-psu-12v
UA-Button,Access Button,,Door Access,35.00,Push-to-exit button designed for UniFi Access Hubs.,Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-accessories/products/ua-button
UACC-DoorCloser,Door Closer,,Door Access,115.00,A mechanical door closer that ensures controlled closure for safety and convenience.,Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-accessories/products/uacc-doorcloser-eu
UACC-PanicBar,Panic Bar,,Door Access,359.00,"A single-latched bar installed on emergency exit doors, allowing quick and easy egress by pushing the bar to open the door during emergencies.",Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-accessories/products/uacc-panicbar
UACC-Lock-Magnetic-270kg,Magnetic Lock,,Door Access,135.00,Fail-safe magnetic lock for inswing and outswing doors that connects to a UniFi Access Hub.,Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-accessories/products/ua-lock-magnetic
Product Collection,Electric Locks,,Door Access,80.00,Electromechanical door locks designed for secure access control. Supports fail-safe and fail-secure operation across strike and bolt lock form factors.,Oui,Non,https://eu.store.ui.com/eu/en/category/all-door-access/collections/accessories-door-access-electric-locks
UACC-Cable-DoorLockRelay-1P,Door Lock Relay Cable,,Door Access,115.00,"A 500-foot (152.4 m) spool of one or two-pair, low-voltage cable.",Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-accessories/products/uacc-cable-doorlockrelay
UA-Pocket,"Pocket Keyfob, 10-Pack",,Door Access,89.00,A pack of (10) highly-secure NFC keyfobs used for access control within UniFi.,Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-accessories/products/ua-pocket
UA-Rescue,Access Rescue KeySwitch,,Door Access,70.00,Keyed emergency override for your Access Hub.,Oui,Non,https://eu.store.ui.com/eu/en/category/door-access-accessories/products/ua-rescue
UNAS-Pro-8,UNAS Pro 8,,Integrations,761.00,"2U rack-mount NAS with (8) 2.5/3.5"" HDD bays and (2) M.2 NVMe SSD cache slots, delivering faster access, lower latency, and high-availability 10 Gbps networking for large-scale file storage and sharing.",Oui,Non,https://eu.store.ui.com/eu/en/category/network-storage/products/unas-pro-8
